num_rules,accuracy
10,0.7337662337662337
20,0.6883116883116883
30,0.6493506493506493
40,0.6558441558441559
50,0.6623376623376623
60,0.6948051948051948
70,0.6818181818181818
80,0.6688311688311688
90,0.6558441558441559
100,0.6623376623376623
