num_rules,accuracy
10,0.6883116883116883
20,0.551948051948052
30,0.5909090909090909
40,0.564935064935065
50,0.564935064935065
60,0.5844155844155844
70,0.5909090909090909
80,0.577922077922078
90,0.5909090909090909
100,0.5909090909090909
