num_rules,accuracy
10,0.2786885245901639
20,0.3442622950819672
30,0.3442622950819672
40,0.3442622950819672
50,0.3442622950819672
60,0.3442622950819672
70,0.3442622950819672
80,0.36065573770491804
90,0.3770491803278688
100,0.39344262295081966
