num_rules,accuracy
10,0.6233766233766234
20,0.6493506493506493
30,0.6558441558441559
40,0.6428571428571429
50,0.6428571428571429
60,0.6428571428571429
70,0.6363636363636364
80,0.6363636363636364
90,0.6493506493506493
100,0.6493506493506493
