rule,normalized_support,coverage,h_value,ch_value,oh_value,normalized_normalized_support
thalcp >= 1.5 & agecp >= 37.5 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4436090225563909,0.5130434782608696,0.2275907159202354,0.5130434782608696,0.05
thalcp >= 1.5 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4661654135338345,0.5166666666666667,0.2408521303258145,0.5166666666666667,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4436090225563909,0.5566037735849056,0.2469144559511987,0.5566037735849056,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4661654135338345,0.5585585585585585,0.260380681433313,0.5585585585585585,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5,1.0,0.4436090225563909,0.4682539682539682,0.2077216851652941,0.4682539682539682,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & comcp < 1.5,1.0,0.4661654135338345,0.4732824427480916,0.2206279056419675,0.4732824427480916,0.05
thalcp >= 1.5 & agecp >= 37.5 & comcp < 1.5,1.0,0.4436090225563909,0.4338235294117647,0.1924480318443166,0.4338235294117647,0.05
thalcp >= 1.5 & comcp < 1.5,1.0,0.4661654135338345,0.4397163120567376,0.2049805364475017,0.4397163120567376,0.05
thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4586466165413533,0.5446428571428571,0.249798603651987,0.5446428571428571,0.05
thalachcp >= 110.0 & comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4812030075187969,0.5470085470085471,0.263222157959,0.5470085470085471,0.05
thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5,1.0,0.4586466165413533,0.4552238805970149,0.2087868926046459,0.4552238805970149,0.05
thalachcp >= 110.0 & comcp < 1.5,1.0,0.4812030075187969,0.460431654676259,0.221561096987072,0.460431654676259,0.05
agecp >= 37.5 & comcp < 1.5,1.0,0.4586466165413533,0.4178082191780822,0.1916263260891955,0.4178082191780822,0.05
agecp >= 37.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.3834586466165413,0.6538461538461539,0.250722961249277,0.6538461538461539,0.05
comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.4060150375939849,0.6666666666666666,0.2706766917293233,0.6666666666666666,0.05
comcp < 1.5 & oldpeakcp < 2.3499999999999996,1.0,0.4812030075187969,0.5,0.2406015037593984,0.5,0.05
thalcp >= 1.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.3909774436090225,0.7123287671232876,0.2785044803790297,0.7123287671232876,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.3684210526315789,0.7424242424242424,0.2735247208931419,0.7424242424242424,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.3909774436090225,0.7536231884057971,0.2946496676473793,0.7536231884057971,0.05
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & comcp < 1.5 & thalcp < 2.5,1.0,0.3684210526315789,0.7205882352941176,0.2654798761609906,0.7205882352941176,0.05
