num_rules,accuracy
10,0.6885245901639344
20,0.7868852459016393
30,0.8032786885245902
40,0.8032786885245902
50,0.819672131147541
60,0.8032786885245902
70,0.8032786885245902
80,0.7868852459016393
90,0.7704918032786885
100,0.7704918032786885
