num_rules,accuracy
10,0.9180327868852459
20,0.8688524590163934
30,0.8688524590163934
40,0.8524590163934426
50,0.8688524590163934
60,0.8688524590163934
70,0.8852459016393442
80,0.8852459016393442
90,0.8852459016393442
100,0.8688524590163934
