num_rules,accuracy
10,0.5901639344262295
20,0.7377049180327869
30,0.7540983606557377
40,0.7704918032786885
50,0.7704918032786885
60,0.8360655737704918
70,0.8524590163934426
80,0.8524590163934426
90,0.8688524590163934
100,0.8360655737704918
