num_rules,accuracy
10,0.9180327868852459
20,0.9016393442622951
30,0.9016393442622951
40,0.9016393442622951
50,0.9016393442622951
60,0.9016393442622951
70,0.9016393442622951
80,0.8852459016393442
90,0.8852459016393442
100,0.9016393442622951
