num_rules,accuracy
10,0.4426229508196721
20,0.5901639344262295
30,0.5901639344262295
40,0.5901639344262295
50,0.6065573770491803
60,0.7213114754098361
70,0.6721311475409836
80,0.639344262295082
90,0.7049180327868853
100,0.7377049180327869
