num_rules,accuracy
10,0.7540983606557377
20,0.8032786885245902
30,0.7704918032786885
40,0.7704918032786885
50,0.7868852459016393
60,0.7868852459016393
70,0.8360655737704918
80,0.819672131147541
90,0.8032786885245902
100,0.8032786885245902
